match_id,season,matchday,date,status,home_team,home_team_short,home_team_tla,away_team,away_team_short,away_team_tla,home_goals_ft,away_goals_ft,home_goals_ht,away_goals_ht,result,referee
435943,2023,1,2023-08-11,FINISHED,Burnley FC,Burnley,BUR,Manchester City FC,Man City,MCI,0,3,0,2,AWAY_TEAM,Craig Pawson
435944,2023,1,2023-08-12,FINISHED,Arsenal FC,Arsenal,ARS,Nottingham Forest FC,Nottingham,NOT,2,1,2,0,HOME_TEAM,Michael Oliver
435945,2023,1,2023-08-12,FINISHED,AFC Bournemouth,Bournemouth,BOU,West Ham United FC,West Ham,WHU,1,1,0,0,DRAW,Peter Bankes
435946,2023,1,2023-08-12,FINISHED,Brighton & Hove Albion FC,Brighton Hove,BHA,Luton Town FC,Luton Town,LUT,4,1,1,0,HOME_TEAM,David Coote
435947,2023,1,2023-08-12,FINISHED,Everton FC,Everton,EVE,Fulham FC,Fulham,FUL,0,1,0,0,AWAY_TEAM,Stuart Attwell
435948,2023,1,2023-08-12,FINISHED,Sheffield United FC,Sheffield Utd,SHE,Crystal Palace FC,Crystal Palace,CRY,0,1,0,0,AWAY_TEAM,John Brooks
435949,2023,1,2023-08-12,FINISHED,Newcastle United FC,Newcastle,NEW,Aston Villa FC,Aston Villa,AVL,5,1,2,1,HOME_TEAM,Andy Madley
435950,2023,1,2023-08-13,FINISHED,Brentford FC,Brentford,BRE,Tottenham Hotspur FC,Tottenham,TOT,2,2,2,2,DRAW,Robert Jones
435951,2023,1,2023-08-13,FINISHED,Chelsea FC,Chelsea,CHE,Liverpool FC,Liverpool,LIV,1,1,1,1,DRAW,Anthony Taylor
435952,2023,1,2023-08-14,FINISHED,Manchester United FC,Man United,MUN,Wolverhampton Wanderers FC,Wolverhampton,WOL,1,0,0,0,HOME_TEAM,Simon Hooper
435959,2023,2,2023-08-18,FINISHED,Nottingham Forest FC,Nottingham,NOT,Sheffield United FC,Sheffield Utd,SHE,2,1,1,0,HOME_TEAM,Peter Bankes
435955,2023,2,2023-08-19,FINISHED,Fulham FC,Fulham,FUL,Brentford FC,Brentford,BRE,0,3,0,1,AWAY_TEAM,Darren Bond
435956,2023,2,2023-08-19,FINISHED,Liverpool FC,Liverpool,LIV,AFC Bournemouth,Bournemouth,BOU,3,1,2,1,HOME_TEAM,Thomas Bramall
435962,2023,2,2023-08-19,FINISHED,Wolverhampton Wanderers FC,Wolverhampton,WOL,Brighton & Hove Albion FC,Brighton Hove,BHA,1,4,0,1,AWAY_TEAM,Andy Madley
435960,2023,2,2023-08-19,FINISHED,Tottenham Hotspur FC,Tottenham,TOT,Manchester United FC,Man United,MUN,2,0,0,0,HOME_TEAM,Michael Oliver
435958,2023,2,2023-08-19,FINISHED,Manchester City FC,Man City,MCI,Newcastle United FC,Newcastle,NEW,1,0,1,0,HOME_TEAM,Robert Jones
435953,2023,2,2023-08-20,FINISHED,Aston Villa FC,Aston Villa,AVL,Everton FC,Everton,EVE,4,0,2,0,HOME_TEAM,Anthony Taylor
435961,2023,2,2023-08-20,FINISHED,West Ham United FC,West Ham,WHU,Chelsea FC,Chelsea,CHE,3,1,1,1,HOME_TEAM,John Brooks
435954,2023,2,2023-08-21,FINISHED,Crystal Palace FC,Crystal Palace,CRY,Arsenal FC,Arsenal,ARS,0,1,0,0,AWAY_TEAM,David Coote
435968,2023,3,2023-08-25,FINISHED,Chelsea FC,Chelsea,CHE,Luton Town FC,Luton Town,LUT,3,0,1,0,HOME_TEAM,Robert Jones
435963,2023,3,2023-08-26,FINISHED,AFC Bournemouth,Bournemouth,BOU,Tottenham Hotspur FC,Tottenham,TOT,0,2,0,1,AWAY_TEAM,Tim Robinson
435969,2023,3,2023-08-26,FINISHED,Everton FC,Everton,EVE,Wolverhampton Wanderers FC,Wolverhampton,WOL,0,1,0,0,AWAY_TEAM,Craig Pawson
435970,2023,3,2023-08-26,FINISHED,Manchester United FC,Man United,MUN,Nottingham Forest FC,Nottingham,NOT,3,2,1,2,HOME_TEAM,Stuart Attwell
435964,2023,3,2023-08-26,FINISHED,Arsenal FC,Arsenal,ARS,Fulham FC,Fulham,FUL,2,2,0,1,DRAW,Paul Tierney
435965,2023,3,2023-08-26,FINISHED,Brentford FC,Brentford,BRE,Crystal Palace FC,Crystal Palace,CRY,1,1,1,0,DRAW,Peter Bankes
435966,2023,3,2023-08-26,FINISHED,Brighton & Hove Albion FC,Brighton Hove,BHA,West Ham United FC,West Ham,WHU,1,3,0,1,AWAY_TEAM,Anthony Taylor
435972,2023,3,2023-08-27,FINISHED,Sheffield United FC,Sheffield Utd,SHE,Manchester City FC,Man City,MCI,1,2,0,0,AWAY_TEAM,Jarred Gillett
435967,2023,3,2023-08-27,FINISHED,Burnley FC,Burnley,BUR,Aston Villa FC,Aston Villa,AVL,1,3,0,2,AWAY_TEAM,Michael Salisbury
435971,2023,3,2023-08-27,FINISHED,Newcastle United FC,Newcastle,NEW,Liverpool FC,Liverpool,LIV,1,2,1,0,AWAY_TEAM,John Brooks
435980,2023,4,2023-09-01,FINISHED,Luton Town FC,Luton Town,LUT,West Ham United FC,West Ham,WHU,1,2,0,1,AWAY_TEAM,Paul Tierney
435982,2023,4,2023-09-02,FINISHED,Sheffield United FC,Sheffield Utd,SHE,Everton FC,Everton,EVE,2,2,2,1,DRAW,Andy Madley
435974,2023,4,2023-09-02,FINISHED,Brentford FC,Brentford,BRE,AFC Bournemouth,Bournemouth,BOU,2,2,1,1,DRAW,Bobby Madley
435976,2023,4,2023-09-02,FINISHED,Burnley FC,Burnley,BUR,Tottenham Hotspur FC,Tottenham,TOT,2,5,1,2,AWAY_TEAM,Darren England
435977,2023,4,2023-09-02,FINISHED,Chelsea FC,Chelsea,CHE,Nottingham Forest FC,Nottingham,NOT,0,1,0,0,AWAY_TEAM,Tim Robinson
435981,2023,4,2023-09-02,FINISHED,Manchester City FC,Man City,MCI,Fulham FC,Fulham,FUL,5,1,2,1,HOME_TEAM,Michael Oliver
435975,2023,4,2023-09-02,FINISHED,Brighton & Hove Albion FC,Brighton Hove,BHA,Newcastle United FC,Newcastle,NEW,3,1,1,0,HOME_TEAM,Stuart Attwell
435978,2023,4,2023-09-03,FINISHED,Crystal Palace FC,Crystal Palace,CRY,Wolverhampton Wanderers FC,Wolverhampton,WOL,3,2,0,0,HOME_TEAM,Robert Jones
435979,2023,4,2023-09-03,FINISHED,Liverpool FC,Liverpool,LIV,Aston Villa FC,Aston Villa,AVL,3,0,2,0,HOME_TEAM,Simon Hooper
435973,2023,4,2023-09-03,FINISHED,Arsenal FC,Arsenal,ARS,Manchester United FC,Man United,MUN,3,1,1,1,HOME_TEAM,Anthony Taylor
435992,2023,5,2023-09-16,FINISHED,Wolverhampton Wanderers FC,Wolverhampton,WOL,Liverpool FC,Liverpool,LIV,1,3,1,0,AWAY_TEAM,Michael Oliver
435984,2023,5,2023-09-16,FINISHED,Aston Villa FC,Aston Villa,AVL,Crystal Palace FC,Crystal Palace,CRY,3,1,0,0,HOME_TEAM,Darren England
435986,2023,5,2023-09-16,FINISHED,Fulham FC,Fulham,FUL,Luton Town FC,Luton Town,LUT,1,0,0,0,HOME_TEAM,Michael Salisbury
435987,2023,5,2023-09-16,FINISHED,Manchester United FC,Man United,MUN,Brighton & Hove Albion FC,Brighton Hove,BHA,1,3,0,1,AWAY_TEAM,Jarred Gillett
435990,2023,5,2023-09-16,FINISHED,Tottenham Hotspur FC,Tottenham,TOT,Sheffield United FC,Sheffield Utd,SHE,2,1,0,0,HOME_TEAM,Peter Bankes
435991,2023,5,2023-09-16,FINISHED,West Ham United FC,West Ham,WHU,Manchester City FC,Man City,MCI,1,3,1,0,AWAY_TEAM,Andy Madley
435988,2023,5,2023-09-16,FINISHED,Newcastle United FC,Newcastle,NEW,Brentford FC,Brentford,BRE,1,0,0,0,HOME_TEAM,Craig Pawson
435983,2023,5,2023-09-17,FINISHED,AFC Bournemouth,Bournemouth,BOU,Chelsea FC,Chelsea,CHE,0,0,0,0,DRAW,David Coote
435985,2023,5,2023-09-17,FINISHED,Everton FC,Everton,EVE,Arsenal FC,Arsenal,ARS,0,1,0,0,AWAY_TEAM,Simon Hooper
435989,2023,5,2023-09-18,FINISHED,Nottingham Forest FC,Nottingham,NOT,Burnley FC,Burnley,BUR,1,1,0,1,DRAW,Robert Jones
435998,2023,6,2023-09-23,FINISHED,Crystal Palace FC,Crystal Palace,CRY,Fulham FC,Fulham,FUL,0,0,0,0,DRAW,Paul Tierney
436000,2023,6,2023-09-23,FINISHED,Luton Town FC,Luton Town,LUT,Wolverhampton Wanderers FC,Wolverhampton,WOL,1,1,0,0,DRAW,Josh Smith
436001,2023,6,2023-09-23,FINISHED,Manchester City FC,Man City,MCI,Nottingham Forest FC,Nottingham,NOT,2,0,2,0,HOME_TEAM,Anthony Taylor
435994,2023,6,2023-09-23,FINISHED,Brentford FC,Brentford,BRE,Everton FC,Everton,EVE,1,3,1,1,AWAY_TEAM,Michael Oliver
435996,2023,6,2023-09-23,FINISHED,Burnley FC,Burnley,BUR,Manchester United FC,Man United,MUN,0,1,0,1,AWAY_TEAM,Tony Harrington
435993,2023,6,2023-09-24,FINISHED,Arsenal FC,Arsenal,ARS,Tottenham Hotspur FC,Tottenham,TOT,2,2,1,1,DRAW,Robert Jones
435995,2023,6,2023-09-24,FINISHED,Brighton & Hove Albion FC,Brighton Hove,BHA,AFC Bournemouth,Bournemouth,BOU,3,1,1,1,HOME_TEAM,John Brooks
435997,2023,6,2023-09-24,FINISHED,Chelsea FC,Chelsea,CHE,Aston Villa FC,Aston Villa,AVL,0,1,0,0,AWAY_TEAM,Jarred Gillett
435999,2023,6,2023-09-24,FINISHED,Liverpool FC,Liverpool,LIV,West Ham United FC,West Ham,WHU,3,1,1,1,HOME_TEAM,Chris Kavanagh
436002,2023,6,2023-09-24,FINISHED,Sheffield United FC,Sheffield Utd,SHE,Newcastle United FC,Newcastle,NEW,0,8,0,3,AWAY_TEAM,Stuart Attwell
436004,2023,7,2023-09-30,FINISHED,Aston Villa FC,Aston Villa,AVL,Brighton & Hove Albion FC,Brighton Hove,BHA,6,1,3,0,HOME_TEAM,Andy Madley
436003,2023,7,2023-09-30,FINISHED,AFC Bournemouth,Bournemouth,BOU,Arsenal FC,Arsenal,ARS,0,4,0,2,AWAY_TEAM,Michael Salisbury
436005,2023,7,2023-09-30,FINISHED,Everton FC,Everton,EVE,Luton Town FC,Luton Town,LUT,1,2,1,2,AWAY_TEAM,Anthony Taylor
436007,2023,7,2023-09-30,FINISHED,Manchester United FC,Man United,MUN,Crystal Palace FC,Crystal Palace,CRY,0,1,0,1,AWAY_TEAM,Chris Kavanagh
436008,2023,7,2023-09-30,FINISHED,Newcastle United FC,Newcastle,NEW,Burnley FC,Burnley,BUR,2,0,1,0,HOME_TEAM,Thomas Bramall
436011,2023,7,2023-09-30,FINISHED,West Ham United FC,West Ham,WHU,Sheffield United FC,Sheffield Utd,SHE,2,0,2,0,HOME_TEAM,Graham Scott
436012,2023,7,2023-09-30,FINISHED,Wolverhampton Wanderers FC,Wolverhampton,WOL,Manchester City FC,Man City,MCI,2,1,1,0,HOME_TEAM,Craig Pawson
436010,2023,7,2023-09-30,FINISHED,Tottenham Hotspur FC,Tottenham,TOT,Liverpool FC,Liverpool,LIV,2,1,1,1,HOME_TEAM,Simon Hooper
436009,2023,7,2023-10-01,FINISHED,Nottingham Forest FC,Nottingham,NOT,Brentford FC,Brentford,BRE,1,1,0,0,DRAW,Paul Tierney
436006,2023,7,2023-10-02,FINISHED,Fulham FC,Fulham,FUL,Chelsea FC,Chelsea,CHE,0,2,0,2,AWAY_TEAM,Tim Robinson
435957,2023,2,2023-10-03,FINISHED,Luton Town FC,Luton Town,LUT,Burnley FC,Burnley,BUR,1,2,0,1,AWAY_TEAM,Peter Bankes
436019,2023,8,2023-10-07,FINISHED,Luton Town FC,Luton Town,LUT,Tottenham Hotspur FC,Tottenham,TOT,0,1,0,0,AWAY_TEAM,John Brooks
436015,2023,8,2023-10-07,FINISHED,Burnley FC,Burnley,BUR,Chelsea FC,Chelsea,CHE,1,4,1,1,AWAY_TEAM,Stuart Attwell
436017,2023,8,2023-10-07,FINISHED,Everton FC,Everton,EVE,AFC Bournemouth,Bournemouth,BOU,3,0,2,0,HOME_TEAM,David Coote
436018,2023,8,2023-10-07,FINISHED,Fulham FC,Fulham,FUL,Sheffield United FC,Sheffield Utd,SHE,3,1,0,0,HOME_TEAM,Sam Barrott
436020,2023,8,2023-10-07,FINISHED,Manchester United FC,Man United,MUN,Brentford FC,Brentford,BRE,2,1,0,1,HOME_TEAM,Bobby Madley
436016,2023,8,2023-10-07,FINISHED,Crystal Palace FC,Crystal Palace,CRY,Nottingham Forest FC,Nottingham,NOT,0,0,0,0,DRAW,Craig Pawson
436014,2023,8,2023-10-08,FINISHED,Brighton & Hove Albion FC,Brighton Hove,BHA,Liverpool FC,Liverpool,LIV,2,2,1,2,DRAW,Anthony Taylor
436021,2023,8,2023-10-08,FINISHED,West Ham United FC,West Ham,WHU,Newcastle United FC,Newcastle,NEW,2,2,1,0,DRAW,Peter Bankes
436022,2023,8,2023-10-08,FINISHED,Wolverhampton Wanderers FC,Wolverhampton,WOL,Aston Villa FC,Aston Villa,AVL,1,1,0,0,DRAW,Robert Jones
436013,2023,8,2023-10-08,FINISHED,Arsenal FC,Arsenal,ARS,Manchester City FC,Man City,MCI,1,0,0,0,HOME_TEAM,Michael Oliver
436027,2023,9,2023-10-21,FINISHED,Liverpool FC,Liverpool,LIV,Everton FC,Everton,EVE,2,0,0,0,HOME_TEAM,Craig Pawson
436023,2023,9,2023-10-21,FINISHED,AFC Bournemouth,Bournemouth,BOU,Wolverhampton Wanderers FC,Wolverhampton,WOL,1,2,1,0,AWAY_TEAM,Paul Tierney
436025,2023,9,2023-10-21,FINISHED,Brentford FC,Brentford,BRE,Burnley FC,Burnley,BUR,3,0,1,0,HOME_TEAM,Josh Smith
